"C3","C4","CZ","EMG","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T5","T6"
0.47559,0.59678,0.62005,0.15558,0.4275,0.52136,0.25934,0.53268,0.28326,0.53458,0.56579,0.1126,0.50517,0.62819,0.54594,0.65046,0.61009,0.24994,0.32928,0.4005,0.56468
0.52862,0.74933,0.86125,0.14589,0.46587,0.62592,0.24377,0.54268,0.28659,0.47962,0.60433,0.10395,0.54577,0.5792,0.52196,0.74859,0.78576,0.36008,0.3075,0.355,0.58397
0.5282,0.67148,0.78715,0.14751,0.49218,0.62064,0.24261,0.5392,0.29015,0.50703,0.63583,0.10442,0.59812,0.60193,0.52866,0.77164,0.75644,0.44264,0.29763,0.37872,0.5379
0.48494,0.72795,0.72851,0.14402,0.44436,0.62953,0.3861,0.65072,0.59244,0.63306,0.61794,0.18466,0.55429,0.6701,0.60521,0.75328,0.72187,0.39377,0.28097,0.41994,0.60336
0.4853,0.64347,0.67232,0.15733,0.45358,0.58184,0.23298,0.50631,0.27659,0.43471,0.56843,0.08169,0.57425,0.63383,0.55296,0.75094,0.70653,0.22169,0.31129,0.40539,0.68598
0.48591,0.62903,0.59374,0.1358,0.41467,0.53049,0.23725,0.54366,0.29273,0.49116,0.53218,0.09252,0.61102,0.60024,0.5029,0.69371,0.57863,0.25059,0.29106,0.40857,0.55749
0.53966,0.70996,0.77303,0.14378,0.47964,0.61272,0.25335,0.5776,0.33081,0.57412,0.5903,0.1276,0.68752,0.71748,0.69719,0.79219,0.82383,0.19988,0.31737,0.43955,0.68367
0.41592,0.64385,0.58307,0.14136,0.35935,0.53366,0.20532,0.514,0.25416,0.51186,0.46492,0.08876,0.64406,0.6881,0.58724,0.84014,0.68413,0.22355,0.27052,0.46517,0.6369
0.45089,0.63067,0.5961,0.13897,0.40695,0.47094,0.20425,0.50016,0.25733,0.48463,0.51126,0.08451,0.46774,0.61117,0.45482,0.73512,0.56231,0.32819,0.25619,0.32481,0.62617
0.40563,0.68104,0.64691,0.16051,0.40165,0.60363,0.22307,0.60033,0.28031,0.56132,0.5385,0.08804,0.49525,0.63141,0.47145,0.78661,0.63957,0.20593,0.25542,0.37636,0.65548
0.45661,0.59717,0.60072,0.18154,0.41416,0.54346,0.23108,0.49537,0.26291,0.50567,0.53759,0.07855,0.48552,0.5701,0.501,0.63269,0.60975,0.23239,0.2655,0.38695,0.54759
0.42804,0.60193,0.63264,0.15526,0.37888,0.48227,0.20045,0.47876,0.22544,0.53901,0.52791,0.06172,0.54317,0.56033,0.48799,0.63823,0.63582,0.23963,0.27696,0.39822,0.52679
0.46904,0.55371,0.59879,0.1447,0.4206,0.46649,0.23254,0.52381,0.27724,0.515,0.51369,0.09846,0.62319,0.64719,0.57638,0.75277,0.66411,0.26713,0.28767,0.40654,0.64167
0.46709,0.99958,0.81318,0.19659,0.55801,0.80439,0.59631,0.9604,1.054,1.16509,0.67116,0.34174,0.61596,1.06447,0.65081,0.97922,0.81032,0.21384,0.28351,0.51122,1.0418
0.6779,0.97312,0.96878,0.16486,0.6092,0.92651,0.55743,1.24443,0.87233,1.4779,0.84545,1.11244,0.68646,0.82292,0.65453,1.02291,0.94715,0.18561,0.37704,0.51662,0.88571
0.51871,0.81016,0.72961,0.50374,0.48904,0.74454,0.36982,0.77739,0.85368,0.91562,0.67421,0.23284,0.61296,0.78149,0.58634,0.81309,0.73708,0.22347,0.30747,0.41359,0.78571
0.61205,0.92641,0.90113,0.45958,0.57631,0.76921,0.85484,1.06736,1.42436,1.36462,0.71309,2.35178,0.8511,0.9928,0.6656,1.06276,0.93226,0.27942,0.3722,0.47333,1.01786
0.62254,0.878,0.87598,0.20226,0.5606,0.91691,0.44267,1.31982,0.74075,2.16171,0.75049,0.96719,0.67897,0.84641,0.66452,0.9076,0.82166,0.23582,0.36965,0.47473,0.8556
0.55389,0.8523,0.81321,0.21102,0.43354,0.72037,0.42559,0.86771,0.63713,0.94313,0.60096,0.42195,0.67371,0.7895,0.62257,0.92662,0.88448,0.24823,0.29758,0.40835,0.773
0.681,1.17172,1.14315,0.50613,0.60481,1.23537,0.7896,1.54851,1.81837,3.86239,0.93162,1.16504,0.80563,0.90576,0.73776,1.04765,1.07196,0.25101,0.32648,0.50668,0.92106
0.58906,0.86924,0.84038,0.18638,0.58974,0.94825,0.71064,0.9609,1.43326,1.50756,0.7508,0.25612,0.68913,0.76773,0.6697,0.86544,0.85375,0.21756,0.31419,0.47935,0.7711
0.6467,0.91043,0.94678,0.16956,0.62666,0.84578,0.73738,0.91358,1.78319,1.77455,0.74785,0.76782,0.73293,0.86724,0.63715,0.97862,0.94022,0.18642,0.32503,0.46762,0.95403
0.55415,0.59781,0.71501,0.1234,0.50347,0.62319,0.41283,0.91719,1.05198,2.23595,0.59527,0.2423,0.60223,0.7122,0.5814,0.75322,0.70482,0.19337,0.3139,0.41777,0.65712
0.50434,0.76185,0.69298,0.14903,0.43327,0.68071,0.40042,0.69794,0.78627,1.08927,0.58651,0.24739,0.70262,0.646,0.67194,0.78995,0.782,0.2852,0.27595,0.45693,0.63339
0.4827,0.80496,0.75891,0.16328,0.50083,0.70721,0.50297,0.69804,0.89999,1.10603,0.71904,0.20138,0.59682,0.69988,0.54873,0.86934,0.71891,0.26282,0.27163,0.4279,0.71608
0.53145,0.76188,0.78631,0.18403,0.47918,0.6358,0.38141,0.66736,0.61564,0.79669,0.59564,0.16795,0.70591,0.84064,0.59385,0.90142,0.89543,0.28995,0.27926,0.39947,0.78007
0.52885,0.61217,0.6521,0.15526,0.46303,0.51286,0.25653,0.56255,0.37819,0.60224,0.55499,0.11798,0.59169,0.62697,0.6472,0.69002,0.72755,0.2335,0.28781,0.42947,0.56367
0.43092,0.55846,0.57002,0.13874,0.42424,0.53628,0.23574,0.45713,0.29839,0.53243,0.53247,0.09818,0.49315,0.60128,0.51046,0.63191,0.58603,0.39606,0.25429,0.38119,0.54018
0.47424,0.65795,0.71381,0.13666,0.43391,0.55406,0.2523,0.53622,0.30631,0.50956,0.5543,0.09146,0.46546,0.53571,0.52166,0.70762,0.70099,0.27089,0.28688,0.36715,0.53689
0.4244,0.53734,0.5038,0.15072,0.39591,0.48468,0.23188,0.56198,0.33476,0.51908,0.51171,0.11024,0.43493,0.62652,0.41332,0.62703,0.54326,0.31149,0.25413,0.38763,0.56142
0.49477,0.66603,0.65448,0.13914,0.43097,0.58333,0.23891,0.56926,0.318,0.55945,0.58346,0.08361,0.49269,0.58667,0.51573,0.63402,0.66116,0.21496,0.30354,0.38699,0.59315
0.33517,0.46075,0.44007,0.1389,0.32959,0.4188,0.22676,0.4223,0.29043,0.47225,0.39243,0.07479,0.40645,0.50421,0.41251,0.47227,0.47612,0.27063,0.25846,0.35734,0.43307
0.43374,0.54496,0.56402,0.15836,0.42559,0.54355,0.23626,0.49698,0.29399,0.51584,0.54756,0.09587,0.38308,0.52268,0.38944,0.5261,0.54931,0.18768,0.29363,0.35015,0.44921
0.37846,0.57882,0.49977,0.16261,0.37273,0.47534,0.21138,0.51626,0.2668,0.4712,0.46138,0.07443,0.43088,0.59549,0.4117,0.63327,0.52441,0.2563,0.27557,0.37141,0.574
0.52453,0.81019,0.77426,0.15069,0.43229,0.7072,0.50526,0.72722,1.06826,1.17842,0.62735,0.20886,0.68471,0.76851,0.62537,0.88046,0.83714,0.2404,0.29183,0.47625,0.70382
0.54202,0.69133,0.75151,0.20637,0.46043,0.62363,0.37366,0.63373,0.69216,0.90943,0.62134,0.16978,0.67597,0.7357,0.62122,0.76061,0.79917,0.30053,0.29893,0.43984,0.65206
0.50266,0.69069,0.69856,0.3748,0.48512,0.66106,0.46694,0.86093,0.98061,1.46123,0.59676,0.46644,0.55818,0.69999,0.51899,0.83652,0.75289,0.28217,0.29201,0.40496,0.6626
0.43477,0.77652,0.71035,0.15479,0.39017,0.64373,0.49447,0.80115,0.92463,1.25778,0.5598,0.33501,0.63865,0.71262,0.53363,0.72074,0.65782,0.23561,0.26625,0.46644,0.62709
0.52269,0.87859,0.83961,0.16854,0.49627,0.80635,0.43622,0.8686,0.70311,1.00003,0.69273,0.41188,0.67777,0.79868,0.59485,0.88942,0.75503,0.31226,0.28909,0.41533,0.79142
0.79635,1.2766,1.15094,0.23529,0.96738,1.5605,1.01909,1.67836,3.32307,5.18096,1.31012,1.9202,1.01992,1.07924,0.80405,1.32767,1.19015,0.21313,0.44305,0.55065,1.2018
0.59445,1.06626,1.01455,0.20657,0.63134,1.04416,0.7456,1.22326,2.36354,3.3474,0.94566,0.84205,0.75246,0.90154,0.71489,1.14515,1.06693,0.23585,0.31559,0.51379,0.93963
0.51085,0.5788,0.65874,0.14292,0.51608,0.61641,0.51788,0.9503,1.54325,2.36007,0.59859,0.7926,0.50791,0.54137,0.56499,0.67655,0.73093,0.27636,0.30689,0.43073,0.55695
0.45791,0.79789,0.80004,0.15262,0.437,0.70853,0.70156,0.71455,1.27233,1.39936,0.63832,0.75797,0.83548,0.8041,0.65286,1.06908,0.97047,0.33269,0.28902,0.46863,0.95128
0.41787,0.69765,0.60736,0.142,0.45505,0.60367,0.37127,0.67933,0.60475,1.07824,0.57627,0.21244,0.48437,0.61409,0.40284,0.71252,0.64274,0.35813,0.25658,0.33761,0.57989
0.56554,0.82085,0.76488,0.15539,0.48894,0.71678,0.58262,0.75732,1.24733,1.56369,0.61634,0.34764,0.76042,0.83358,0.74391,1.02522,0.93749,0.24191,0.30392,0.5166,0.82385
0.48882,0.69629,0.63936,0.17349,0.39406,0.60476,0.50442,0.61824,0.90869,1.11102,0.51991,0.18169,0.59465,0.71022,0.52481,0.79071,0.70878,0.21078,0.26677,0.42572,0.69872
0.56793,0.78601,0.79016,0.16391,0.4955,0.61509,0.36727,0.58726,0.5842,0.72416,0.60978,0.15129,0.69499,0.71822,0.6597,0.93524,0.92185,0.30824,0.33577,0.43937,0.79422
0.51765,0.57864,0.67051,0.15403,0.46358,0.60534,0.27664,0.66857,0.36604,0.66712,0.6192,0.15262,0.58368,0.58357,0.60256,0.63716,0.63741,0.22853,0.28569,0.40912,0.55429
0.42697,0.58752,0.58172,0.13292,0.39217,0.50493,0.24029,0.56422,0.34941,0.60089,0.48312,0.09153,0.44274,0.58936,0.45057,0.61888,0.54035,0.36992,0.28681,0.35967,0.59251
0.42519,0.63519,0.59703,0.15754,0.37204,0.51526,0.23223,0.50593,0.36182,0.53428,0.46598,0.0925,0.47811,0.64178,0.45172,0.69705,0.61963,0.20848,0.25886,0.33324,0.60557
0.43747,0.59687,0.51417,0.16007,0.41713,0.5414,0.25247,0.61991,0.37034,0.64743,0.50894,0.11657,0.46271,0.63178,0.44682,0.65132,0.54518,0.22259,0.25478,0.38311,0.59952
0.435,0.64587,0.59737,0.15123,0.44402,0.53326,0.23989,0.5375,0.31904,0.5672,0.55804,0.11228,0.63903,0.67239,0.54224,0.77201,0.71233,0.20014,0.2894,0.39198,0.69301
0.46911,0.698,0.66824,0.14752,0.44466,0.52561,0.28145,0.49693,0.39236,0.55923,0.5781,0.11465,0.65586,0.64194,0.61516,0.77524,0.7619,0.27621,0.31947,0.4295,0.62667
0.37486,0.54121,0.42515,0.13925,0.34837,0.44941,0.21836,0.49343,0.26692,0.51357,0.40798,0.08452,0.41976,0.55204,0.41815,0.63062,0.44627,0.32568,0.27025,0.36691,0.57579
0.503,0.67815,0.65896,0.13062,0.43457,0.54234,0.25248,0.52053,0.42226,0.57606,0.50709,0.13913,0.46732,0.60491,0.4916,0.6632,0.70632,0.33698,0.28785,0.37546,0.5439
0.57223,0.7348,0.74922,0.15508,0.45134,0.65461,0.2944,0.64541,0.35452,0.64542,0.61328,0.13383,0.67205,0.70126,0.62994,0.78936,0.80245,0.29937,0.32898,0.378,0.61122
0.39704,0.65159,0.5809,0.15444,0.44709,0.61571,0.29245,0.63612,0.45725,0.67937,0.54149,0.12343,0.5435,0.58957,0.48074,0.65639,0.53916,0.275,0.27914,0.42431,0.72176
0.39388,0.57664,0.52615,0.14407,0.40642,0.48054,0.28631,0.49591,0.42982,0.56818,0.46121,0.10231,0.53706,0.67152,0.46549,0.82339,0.59728,0.3071,0.24568,0.39643,0.69198
0.47514,0.70201,0.65095,0.15555,0.42359,0.6018,0.25687,0.62784,0.38666,0.61894,0.53158,0.13534,0.52134,0.71627,0.52312,0.76546,0.6764,0.30882,0.29146,0.39378,0.68998
0.48163,0.74264,0.76914,0.16651,0.44764,0.61604,0.34894,0.63793,0.52849,0.75004,0.63246,0.12226,0.65178,0.68859,0.53747,0.83097,0.76304,0.20654,0.2878,0.40417,0.71555
0.44053,0.58266,0.6141,0.14415,0.42878,0.47931,0.3306,0.55798,0.57138,0.70727,0.52014,0.12284,0.60811,0.65295,0.52763,0.65197,0.65561,0.18136,0.27466,0.40772,0.5328
0.47844,0.77846,0.728,0.14954,0.4059,0.61262,0.58621,0.6416,1.09215,1.08294,0.53344,0.47838,0.72828,0.68208,0.61722,0.7894,0.77812,0.20565,0.28442,0.44371,0.74739
0.49033,0.68599,0.68552,0.15267,0.48454,0.64874,0.36581,0.73975,0.81426,1.39577,0.6418,0.40767,0.59959,0.62356,0.53736,0.65754,0.70009,0.25224,0.30479,0.42409,0.54525
0.49627,0.77292,0.72124,0.14481,0.45233,0.63179,0.59339,0.69728,1.1937,1.28995,0.60098,0.2856,0.64613,0.78518,0.55185,0.96876,0.88201,0.20114,0.2669,0.40157,0.81011
0.46025,0.79534,0.76215,0.13644,0.44608,0.62311,0.52473,0.63316,1.05555,1.18346,0.59887,0.22403,0.61355,0.72624,0.59227,0.88152,0.84346,0.17459,0.28044,0.41653,0.68949
0.47217,0.64216,0.63342,0.15456,0.41308,0.56739,0.30977,0.55034,0.57665,0.84919,0.54318,0.12807,0.58913,0.64023,0.5501,0.68594,0.69928,0.24198,0.2607,0.42152,0.6125
0.48831,0.69702,0.70147,0.15085,0.44073,0.60923,0.35533,0.65385,0.62812,1.00756,0.59309,0.15957,0.69465,0.65344,0.56436,0.73132,0.68793,0.25723,0.27912,0.4603,0.65381
0.47713,0.6939,0.63272,0.17069,0.44127,0.53008,0.46911,0.63157,0.87584,1.11263,0.48907,0.22738,0.58616,0.67257,0.49679,0.73737,0.68787,0.16333,0.27648,0.38441,0.6893
0.41798,0.6913,0.60168,0.16537,0.37487,0.60977,0.39213,0.68866,0.75265,0.92395,0.49051,0.12804,0.56357,0.73979,0.49349,0.72853,0.68212,0.1913,0.27484,0.40294,0.73057
0.46845,0.71893,0.66983,0.14944,0.44974,0.58584,0.30731,0.61648,0.46754,0.79561,0.53674,0.11228,0.49007,0.6334,0.51354,0.74586,0.64768,0.21567,0.30181,0.36825,0.63096
0.4059,0.57693,0.51586,0.15713,0.39396,0.44507,0.24816,0.53605,0.40197,0.71345,0.4914,0.0801,0.466,0.60311,0.47001,0.6298,0.5058,0.22575,0.26563,0.35875,0.55557
0.44671,0.64677,0.70685,0.14257,0.47905,0.56931,0.28572,0.58982,0.45481,0.71473,0.59078,0.12147,0.5315,0.72422,0.50518,0.79592,0.70819,0.18306,0.29493,0.39369,0.63976
0.36382,0.57527,0.4823,0.14454,0.35773,0.48459,0.24062,0.56631,0.34919,0.67136,0.42633,0.07176,0.44711,0.64432,0.43487,0.63777,0.52603,0.19057,0.25554,0.32725,0.56674
0.46989,0.70144,0.65563,0.15081,0.43037,0.58677,0.24592,0.64564,0.35904,0.6719,0.60363,0.10786,0.50913,0.63944,0.50595,0.6366,0.61222,0.19553,0.28718,0.3982,0.61661
0.66217,0.93758,0.95568,0.16844,0.58324,0.70661,0.28778,0.66958,0.43754,0.74151,0.73872,0.1125,0.60424,0.69193,0.59851,0.91911,0.94975,0.25765,0.34415,0.42226,0.68353
0.49844,0.64851,0.66534,0.1489,0.43829,0.58784,0.28646,0.64465,0.45167,0.72555,0.57232,0.13342,0.52702,0.68412,0.53785,0.72092,0.6883,0.17107,0.29614,0.42653,0.65155
0.39197,0.60369,0.52468,0.13476,0.41314,0.52177,0.26413,0.51306,0.38692,0.55782,0.53502,0.13497,0.51486,0.60237,0.49369,0.61002,0.57254,0.21592,0.23804,0.35154,0.57051
0.44733,0.6395,0.61167,0.15825,0.39258,0.53422,0.25411,0.59026,0.36435,0.63519,0.50938,0.09444,0.54603,0.62909,0.56534,0.73559,0.65645,0.1428,0.31851,0.45262,0.65246
0.45234,0.64848,0.6075,0.30759,0.41661,0.59741,0.28665,0.7607,0.55897,0.94804,0.58172,0.10149,0.59628,0.82695,0.49661,0.64788,0.57533,0.22253,0.28566,0.43477,0.75489
0.35956,0.55787,0.48544,0.13337,0.37189,0.46783,0.21595,0.5127,0.34226,0.59341,0.45784,0.06766,0.43943,0.5624,0.45339,0.55783,0.54523,0.27088,0.23194,0.36261,0.50624
0.38322,0.57357,0.54798,0.14872,0.37762,0.46959,0.19587,0.57391,0.322,0.51657,0.43203,0.10085,0.46474,0.58354,0.43854,0.60849,0.58771,0.17869,0.24741,0.38856,0.59329
0.43872,0.59321,0.54447,0.16545,0.38376,0.51412,0.2428,0.55249,0.37399,0.61472,0.50151,0.07901,0.51706,0.70114,0.49209,0.68258,0.55779,0.28109,0.29261,0.41652,0.68561
0.54672,0.7021,0.71007,0.17538,0.49999,0.64731,0.30006,0.59725,0.45649,0.63694,0.68778,0.12074,0.51861,0.61092,0.55225,0.66629,0.62962,0.24317,0.30846,0.43267,0.55818
0.4837,0.69653,0.69889,0.13151,0.38826,0.49589,0.23729,0.52736,0.31908,0.64642,0.49855,0.11229,0.66904,0.69313,0.59229,0.73603,0.78016,0.21917,0.25841,0.44747,0.65078
0.58135,0.72273,0.71785,0.15098,0.5006,0.55833,0.2855,0.53482,0.34074,0.59507,0.6032,0.13485,0.61437,0.63958,0.65508,0.76505,0.75691,0.14482,0.34574,0.45769,0.61194
0.41362,0.64065,0.57947,0.15436,0.37338,0.53646,0.22747,0.56071,0.26971,0.55364,0.50024,0.07522,0.40534,0.58392,0.42425,0.62907,0.56472,0.13536,0.28696,0.3266,0.64039
0.4493,0.63391,0.61777,0.15878,0.4346,0.51351,0.21351,0.50986,0.28734,0.52866,0.53037,0.09452,0.51433,0.56104,0.51833,0.60582,0.59468,0.18468,0.28915,0.38681,0.60815
0.47494,0.60202,0.68773,0.14336,0.43436,0.6029,0.23423,0.56254,0.27874,0.5266,0.62543,0.09589,0.4479,0.60233,0.46146,0.61286,0.56038,0.17044,0.28889,0.38456,0.52047
0.40622,0.72291,0.56734,0.19266,0.35421,0.55446,0.19647,0.6361,0.2583,0.63312,0.47894,0.09898,0.46414,0.71913,0.45483,0.70553,0.56277,0.18941,0.289,0.43368,0.7158
0.39214,0.55747,0.53923,0.14792,0.37597,0.48218,0.23023,0.53011,0.25439,0.49852,0.43449,0.09168,0.44507,0.56965,0.38405,0.57183,0.53352,0.16424,0.27388,0.34391,0.56421
0.41997,0.54183,0.56254,0.15693,0.35015,0.50092,0.2176,0.46225,0.27495,0.47515,0.5038,0.08655,0.4563,0.59547,0.42163,0.58078,0.56743,0.19358,0.286,0.3888,0.55932
0.41172,0.61907,0.52377,0.15913,0.41748,0.51227,0.41068,0.51883,0.40847,0.56425,0.50591,0.10091,0.54429,0.65087,0.45264,0.69264,0.64451,0.21764,0.48989,0.40017,0.5756
0.54198,0.72662,0.72895,11.9618,0.5032,0.62143,0.27533,0.57367,0.32355,0.62518,0.65546,0.09846,0.51028,0.64012,0.51764,0.66817,0.69974,0.16695,0.31055,0.41732,0.55523
0.51352,0.69478,0.69226,1.98241,0.49276,0.57895,0.27429,0.53675,0.3194,0.58374,0.62958,0.11646,0.55856,0.61139,0.5346,0.71218,0.71383,0.14828,0.31471,0.43447,0.61694
0.42731,0.68927,0.58215,0.27299,0.38053,0.60119,0.2544,0.60406,0.30486,0.67677,0.55201,0.11425,0.5816,0.72032,0.50524,0.69127,0.66917,0.22052,0.29169,0.45782,0.68412
0.42294,0.59955,0.60147,0.14247,0.41277,0.51762,0.24192,0.55608,0.31821,0.63419,0.51539,0.11223,0.50619,0.66045,0.43886,0.54754,0.60369,0.29002,0.30174,0.37728,0.58979
0.53932,0.66127,0.66553,0.52698,0.42698,0.49126,0.22344,0.49468,0.25537,0.47657,0.53013,0.06844,0.59154,0.68453,0.58129,0.65707,0.65444,0.20871,0.31159,0.44894,0.63686
0.44801,0.59047,0.6165,0.14535,0.41288,0.46959,0.25719,0.5027,0.29319,0.45757,0.47391,0.10621,0.47864,0.61649,0.48578,0.6833,0.62128,0.20963,0.28334,0.38584,0.58538
0.44931,0.58877,0.59783,0.15304,0.41444,0.47984,0.21496,0.47993,0.25553,0.46242,0.50868,0.0829,0.44918,0.64613,0.43587,0.57651,0.56791,0.24984,0.29118,0.36999,0.55259
0.4532,0.57021,0.59273,0.18489,0.43274,0.52578,0.25815,0.54691,0.31534,0.61625,0.51859,0.12018,0.61355,0.77695,0.50562,0.70173,0.63552,0.1599,0.27477,0.41137,0.64145
0.54616,0.67496,0.69678,0.14729,0.49631,0.60226,0.35552,0.67652,0.67286,1.11499,0.55881,0.16553,0.71528,0.80279,0.61952,0.7633,0.80237,0.23963,0.32087,0.46303,0.75494
0.3789,0.53644,0.49956,0.13822,0.33101,0.41961,0.18454,0.42456,0.22797,0.43778,0.42015,0.07355,0.38862,0.58063,0.4606,0.5562,0.54977,0.13693,0.2836,0.34885,0.52601
0.45129,0.5754,0.6466,0.17506,0.41399,0.51277,0.21602,0.54714,0.26929,0.50701,0.53322,0.07854,0.5316,0.66557,0.4882,0.66253,0.6425,0.23372,0.2838,0.37994,0.62939
0.47641,0.65653,0.66679,0.15782,0.45548,0.51911,0.24905,0.50646,0.28674,0.55134,0.59508,0.1047,0.53992,0.64261,0.49584,0.67233,0.61641,0.24466,0.30985,0.37437,0.61109
0.37464,0.5049,0.52564,0.14851,0.37931,0.43793,0.20972,0.48368,0.24859,0.4859,0.42616,0.08448,0.48311,0.62098,0.42257,0.60563,0.56816,0.21987,0.24398,0.34606,0.55305
0.4522,0.5888,0.55765,0.643,0.40555,0.50015,0.24496,0.5253,0.34943,0.54353,0.52298,0.12032,0.58358,0.7536,0.48602,0.75271,0.61564,0.23768,0.28493,0.48468,0.68799
0.44039,0.57787,0.55681,0.16657,0.3865,0.53537,0.22481,0.56888,0.28219,0.55337,0.52417,0.09854,0.52835,0.6376,0.54978,0.6437,0.614,0.31783,0.29286,0.47663,0.55738
0.44324,0.60523,0.56994,2.86109,0.40329,0.48886,0.21192,0.50443,0.28411,0.53139,0.49598,0.08869,0.44152,0.60738,0.44121,0.64602,0.58186,0.21474,0.29071,0.38439,0.53708
0.46206,0.69878,0.649,0.41295,0.44549,0.62236,0.24198,0.58962,0.33335,0.55637,0.58712,0.12111,0.42287,0.55437,0.44211,0.70304,0.60946,0.20913,0.27861,0.34163,0.56201
0.40698,0.5899,0.59472,0.14499,0.38747,0.46842,0.23688,0.45205,0.2788,0.47788,0.49724,0.10961,0.45295,0.60688,0.43151,0.63905,0.61174,0.21414,0.25943,0.36004,0.61098
0.55111,0.69852,0.76177,0.15403,0.50761,0.60603,0.40652,0.60274,0.42121,0.58931,0.62074,0.10207,0.60842,0.71408,0.61492,0.76738,0.76412,0.2488,0.38359,0.43506,0.65684
